,CHG_COUNTY_NUM,CHG_CASE_NUMBER,CHG_ENTITY_NUMBER,CHG_DATE,CHG_UOR_CODE,Base_UOR_Code,ASCF_Code,CHG_DISP_DATE,CHG_DISP_TYPE_CODE,CHG_UOR_Desc,CHG_UOR_Base_Level,ASCF_Code_Desc2,CHG_DISP_TYPE_CODE_Desc,CHG_UOR_Description,CHG_County,DISP_Days,MOT_COUNTY_NUM,MOT_CASE_NUMBER,Mot_Entity_Number,Mot_Motion_Type_Code,MOT_MOTION_TYPE_CODE_DESC,MOT_County
4162,3,5,1,2022-01-11,3400,340,0,2022-08-20 07:55:12,ACQ,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,221.0,3.0,5.0,5.0,CONT,MOTION FOR CONTINUANCE,Fillmore
4163,3,5,1,2022-01-11,3400,340,0,2022-08-20 07:55:12,ACQ,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,221.0,3.0,5.0,2.0,MOT,MOTION - OTHER,Fillmore
4164,3,5,1,2022-01-11,3400,340,0,2022-08-20 07:55:12,ACQ,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,221.0,3.0,5.0,7.0,MOT,MOTION - OTHER,Fillmore
4165,3,5,1,2022-01-11,3400,340,0,2022-08-20 07:55:12,ACQ,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,221.0,3.0,5.0,9.0,REVI,MOTION FOR REVIEW,Fillmore
4166,3,5,1,2022-01-11,3400,340,0,2022-08-20 07:55:12,ACQ,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,221.0,3.0,5.0,6.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4167,3,5,1,2022-01-11,3400,340,0,2022-08-20 07:55:12,ACQ,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,221.0,3.0,5.0,8.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4168,3,5,2,2022-01-11,3403,340,3,2022-10-03 15:21:36,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Conspiracy,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Conspiracy",Fillmore,265.0,3.0,5.0,1.0,CONT,MOTION FOR CONTINUANCE,Fillmore
4169,3,5,2,2022-01-11,3403,340,3,2022-10-03 15:21:36,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Conspiracy,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Conspiracy",Fillmore,265.0,3.0,5.0,5.0,CONT,MOTION FOR CONTINUANCE,Fillmore
4170,3,5,2,2022-01-11,3403,340,3,2022-10-03 15:21:36,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Conspiracy,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Conspiracy",Fillmore,265.0,3.0,5.0,2.0,MOT,MOTION - OTHER,Fillmore
4171,3,5,2,2022-01-11,3403,340,3,2022-10-03 15:21:36,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Conspiracy,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Conspiracy",Fillmore,265.0,3.0,5.0,7.0,MOT,MOTION - OTHER,Fillmore
4172,3,5,2,2022-01-11,3403,340,3,2022-10-03 15:21:36,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Conspiracy,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Conspiracy",Fillmore,265.0,3.0,5.0,9.0,REVI,MOTION FOR REVIEW,Fillmore
4173,3,5,2,2022-01-11,3403,340,3,2022-10-03 15:21:36,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Conspiracy,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Conspiracy",Fillmore,265.0,3.0,5.0,6.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4174,3,5,2,2022-01-11,3403,340,3,2022-10-03 15:21:36,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Conspiracy,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Conspiracy",Fillmore,265.0,3.0,5.0,8.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4175,3,5,3,2022-01-11,3470,347,0,2023-02-05 15:21:36,DIS,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,DISMISSED,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Fillmore,390.0,3.0,5.0,1.0,CONT,MOTION FOR CONTINUANCE,Fillmore
4176,3,5,3,2022-01-11,3470,347,0,2023-02-05 15:21:36,DIS,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,DISMISSED,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Fillmore,390.0,3.0,5.0,5.0,CONT,MOTION FOR CONTINUANCE,Fillmore
4177,3,5,3,2022-01-11,3470,347,0,2023-02-05 15:21:36,DIS,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,DISMISSED,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Fillmore,390.0,3.0,5.0,2.0,MOT,MOTION - OTHER,Fillmore
4178,3,5,3,2022-01-11,3470,347,0,2023-02-05 15:21:36,DIS,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,DISMISSED,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Fillmore,390.0,3.0,5.0,7.0,MOT,MOTION - OTHER,Fillmore
4179,3,5,3,2022-01-11,3470,347,0,2023-02-05 15:21:36,DIS,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,DISMISSED,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Fillmore,390.0,3.0,5.0,9.0,REVI,MOTION FOR REVIEW,Fillmore
4180,3,5,3,2022-01-11,3470,347,0,2023-02-05 15:21:36,DIS,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,DISMISSED,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Fillmore,390.0,3.0,5.0,6.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4181,3,5,3,2022-01-11,3470,347,0,2023-02-05 15:21:36,DIS,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,DISMISSED,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Fillmore,390.0,3.0,5.0,8.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4182,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,1.0,SUB,MOTION TO SUBMIT,Fillmore
4183,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,4.0,MOT,MOTION - OTHER,Fillmore
4184,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,5.0,MOT,MOTION - OTHER,Fillmore
4185,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,12.0,MOT,MOTION - OTHER,Fillmore
4186,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,3.0,REVI,MOTION FOR REVIEW,Fillmore
4187,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,6.0,REVI,MOTION FOR REVIEW,Fillmore
4188,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,7.0,REVI,MOTION FOR REVIEW,Fillmore
4189,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,9.0,REVI,MOTION FOR REVIEW,Fillmore
4190,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,10.0,REVI,MOTION FOR REVIEW,Fillmore
4191,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,11.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4192,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,13.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4193,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,2.0,SUB,MOTION TO SUBMIT,Fillmore
4194,3,6,1,2022-01-22,470000,47000,0,2022-02-21 11:02:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,30.0,3.0,6.0,8.0,SUB,MOTION TO SUBMIT,Fillmore
4195,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,1.0,SUB,MOTION TO SUBMIT,Fillmore
4196,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,4.0,MOT,MOTION - OTHER,Fillmore
4197,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,5.0,MOT,MOTION - OTHER,Fillmore
4198,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,12.0,MOT,MOTION - OTHER,Fillmore
4199,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,3.0,REVI,MOTION FOR REVIEW,Fillmore
4200,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,6.0,REVI,MOTION FOR REVIEW,Fillmore
4201,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,7.0,REVI,MOTION FOR REVIEW,Fillmore
4202,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,9.0,REVI,MOTION FOR REVIEW,Fillmore
4203,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,10.0,REVI,MOTION FOR REVIEW,Fillmore
4204,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,11.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4205,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,13.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4206,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,2.0,SUB,MOTION TO SUBMIT,Fillmore
4207,3,6,2,2022-01-22,3400,340,0,2022-02-26 20:38:24,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,35.0,3.0,6.0,8.0,SUB,MOTION TO SUBMIT,Fillmore
4208,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,1.0,SUB,MOTION TO SUBMIT,Fillmore
4209,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,4.0,MOT,MOTION - OTHER,Fillmore
4210,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,5.0,MOT,MOTION - OTHER,Fillmore
4211,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,12.0,MOT,MOTION - OTHER,Fillmore
4212,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,3.0,REVI,MOTION FOR REVIEW,Fillmore
4213,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,6.0,REVI,MOTION FOR REVIEW,Fillmore
4214,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,7.0,REVI,MOTION FOR REVIEW,Fillmore
4215,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,9.0,REVI,MOTION FOR REVIEW,Fillmore
4216,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,10.0,REVI,MOTION FOR REVIEW,Fillmore
4217,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,11.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4218,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,13.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4219,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,2.0,SUB,MOTION TO SUBMIT,Fillmore
4220,3,6,3,2022-01-22,470000,47000,0,2022-02-20 08:09:36,DIS,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,DISMISSED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,29.0,3.0,6.0,8.0,SUB,MOTION TO SUBMIT,Fillmore
4221,3,7,1,2022-01-27,3400,340,0,2022-02-13 22:19:12,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,17.0,3.0,7.0,1.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4222,3,7,1,2022-01-27,3400,340,0,2022-02-13 22:19:12,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,17.0,3.0,7.0,5.0,CONT,MOTION FOR CONTINUANCE,Fillmore
4223,3,7,1,2022-01-27,3400,340,0,2022-02-13 22:19:12,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,17.0,3.0,7.0,6.0,MOT,MOTION - OTHER,Fillmore
4224,3,7,1,2022-01-27,3400,340,0,2022-02-13 22:19:12,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,17.0,3.0,7.0,7.0,MOT,MOTION - OTHER,Fillmore
4225,3,7,1,2022-01-27,3400,340,0,2022-02-13 22:19:12,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,17.0,3.0,7.0,2.0,REVI,MOTION FOR REVIEW,Fillmore
4226,3,7,1,2022-01-27,3400,340,0,2022-02-13 22:19:12,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,17.0,3.0,7.0,3.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4227,3,7,1,2022-01-27,3400,340,0,2022-02-13 22:19:12,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,17.0,3.0,7.0,4.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4228,3,7,1,2022-01-27,3400,340,0,2022-02-13 22:19:12,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,17.0,3.0,7.0,8.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4229,3,7,1,2022-01-27,3400,340,0,2022-02-13 22:19:12,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Fillmore,17.0,3.0,7.0,9.0,SUB,MOTION TO SUBMIT,Fillmore
4230,3,7,2,2022-01-27,463721,46372,1,2022-02-12 22:19:12,G,"SNEAKINESS, 2ND",Felony D,Attempt,GUILTY,"SNEAKINESS, 2ND (Felony D) – Attempt",Fillmore,16.0,3.0,7.0,1.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4231,3,7,2,2022-01-27,463721,46372,1,2022-02-12 22:19:12,G,"SNEAKINESS, 2ND",Felony D,Attempt,GUILTY,"SNEAKINESS, 2ND (Felony D) – Attempt",Fillmore,16.0,3.0,7.0,5.0,CONT,MOTION FOR CONTINUANCE,Fillmore
4232,3,7,2,2022-01-27,463721,46372,1,2022-02-12 22:19:12,G,"SNEAKINESS, 2ND",Felony D,Attempt,GUILTY,"SNEAKINESS, 2ND (Felony D) – Attempt",Fillmore,16.0,3.0,7.0,6.0,MOT,MOTION - OTHER,Fillmore
4233,3,7,2,2022-01-27,463721,46372,1,2022-02-12 22:19:12,G,"SNEAKINESS, 2ND",Felony D,Attempt,GUILTY,"SNEAKINESS, 2ND (Felony D) – Attempt",Fillmore,16.0,3.0,7.0,7.0,MOT,MOTION - OTHER,Fillmore
4234,3,7,2,2022-01-27,463721,46372,1,2022-02-12 22:19:12,G,"SNEAKINESS, 2ND",Felony D,Attempt,GUILTY,"SNEAKINESS, 2ND (Felony D) – Attempt",Fillmore,16.0,3.0,7.0,2.0,REVI,MOTION FOR REVIEW,Fillmore
4235,3,7,2,2022-01-27,463721,46372,1,2022-02-12 22:19:12,G,"SNEAKINESS, 2ND",Felony D,Attempt,GUILTY,"SNEAKINESS, 2ND (Felony D) – Attempt",Fillmore,16.0,3.0,7.0,3.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4236,3,7,2,2022-01-27,463721,46372,1,2022-02-12 22:19:12,G,"SNEAKINESS, 2ND",Felony D,Attempt,GUILTY,"SNEAKINESS, 2ND (Felony D) – Attempt",Fillmore,16.0,3.0,7.0,4.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4237,3,7,2,2022-01-27,463721,46372,1,2022-02-12 22:19:12,G,"SNEAKINESS, 2ND",Felony D,Attempt,GUILTY,"SNEAKINESS, 2ND (Felony D) – Attempt",Fillmore,16.0,3.0,7.0,8.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4238,3,7,2,2022-01-27,463721,46372,1,2022-02-12 22:19:12,G,"SNEAKINESS, 2ND",Felony D,Attempt,GUILTY,"SNEAKINESS, 2ND (Felony D) – Attempt",Fillmore,16.0,3.0,7.0,9.0,SUB,MOTION TO SUBMIT,Fillmore
4239,3,7,3,2022-01-27,470000,47000,0,2022-02-10 20:38:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,14.0,3.0,7.0,1.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4240,3,7,3,2022-01-27,470000,47000,0,2022-02-10 20:38:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,14.0,3.0,7.0,5.0,CONT,MOTION FOR CONTINUANCE,Fillmore
4241,3,7,3,2022-01-27,470000,47000,0,2022-02-10 20:38:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,14.0,3.0,7.0,6.0,MOT,MOTION - OTHER,Fillmore
4242,3,7,3,2022-01-27,470000,47000,0,2022-02-10 20:38:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,14.0,3.0,7.0,7.0,MOT,MOTION - OTHER,Fillmore
4243,3,7,3,2022-01-27,470000,47000,0,2022-02-10 20:38:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,14.0,3.0,7.0,2.0,REVI,MOTION FOR REVIEW,Fillmore
4244,3,7,3,2022-01-27,470000,47000,0,2022-02-10 20:38:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,14.0,3.0,7.0,3.0,SC,MOTION FOR SHOW CAUSE,Fillmore
4245,3,7,3,2022-01-27,470000,47000,0,2022-02-10 20:38:24,ACQ,GENERAL DISAGREEABILITY,Misdemeanor B,Base Charge,ACQUITTED,GENERAL DISAGREEABILITY (Misdemeanor B) – Base Charge,Fillmore,14.0,3.0,7.0,4.0,SC,MOTION FOR SHOW CAUSE,Fillmore
